0.100000 53.330002 
0.300000 73.809998 
0.500000 85.720001 
0.700000 91.910004 
0.900000 96.190002 
1.100000 98.330002 
1.300000 99.519997 
1.500000 100.000000 
1.700000 99.519997 
1.900000 99.050003 
2.100000 98.570000 
2.300000 97.620003 
2.500000 96.910004 
2.700000 96.190002 
2.900000 95.239998 
3.100000 94.290001 
3.300000 93.570000 
3.500000 92.620003 
3.700000 92.139999 
3.900000 91.190002 
4.100000 90.480003 
4.300000 89.519997 
4.500000 88.809998 
4.700000 87.860001 
4.900000 87.139999 
5.100000 86.190002 
5.300000 85.000000 
5.500000 84.290001 
5.700000 83.570000 
5.900000 82.860001 
6.100000 82.139999 
6.300000 81.190002 
6.500000 80.230003 
6.700000 79.760002 
6.900000 79.050003 
7.100000 78.089996 
7.300000 77.139999 
7.500000 76.430000 
7.700000 75.709999 
7.900000 75.000000 
8.100000 74.050003 
8.300000 73.330002 
8.500000 72.620003 
8.700000 71.900002 
8.900000 70.949997 
9.100000 70.239998 
9.300000 69.519997 
9.500000 69.050003 
9.700000 68.330002 
9.900000 67.849998 
10.100000 66.900002 
10.300000 66.430000 
10.500000 65.709999 
10.700000 65.000000 
10.900000 64.050003 
11.100000 63.330002 
11.300000 62.860001 
11.500000 62.139999 
11.700000 61.189999 
11.900000 60.709999 
12.100000 60.000000 
12.300000 59.520000 
12.500000 58.810001 
12.700000 58.330002 
12.900000 57.380001 
13.100000 56.900002 
13.300000 56.669998 
13.500000 55.709999 
13.700000 55.000000 
13.900000 54.759998 
14.100000 53.810001 
14.300000 53.570000 
14.500000 52.860001 
14.700000 52.139999 
14.900000 51.430000 
15.100000 50.950001 
15.300000 50.709999 
15.500000 50.240002 
15.700000 49.520000 
15.900000 48.810001 
16.100000 48.330002 
16.299999 47.860001 
16.500000 47.139999 
16.700001 46.900002 
16.900000 46.189999 
17.100000 45.950001 
17.299999 45.470001 
17.500000 44.759998 
17.700001 44.279999 
17.900000 43.810001 
18.100000 43.330002 
18.299999 42.860001 
18.500000 42.380001 
18.700001 41.900002 
18.900000 41.430000 
19.100000 40.950001 
19.299999 40.709999 
19.500000 40.240002 
19.700001 39.759998 
19.900000 39.279999 
20.100000 38.810001 
20.299999 38.330002 
20.500000 37.860001 
20.700001 37.619999 
20.900000 37.380001 
21.100000 36.900002 
21.299999 36.669998 
21.500000 35.950001 
21.700001 35.709999 
21.900000 35.240002 
22.100000 35.000000 
22.299999 34.520000 
22.500000 34.279999 
22.700001 33.810001 
22.900000 33.330002 
23.100000 33.090000 
23.299999 32.619999 
23.500000 32.380001 
23.700001 31.900000 
23.900000 31.900000 
24.100000 31.430000 
24.299999 31.190001 
24.500000 30.709999 
24.700001 30.480000 
24.900000 30.240000 
