-7.920000 0.210000 
-7.770000 0.210000 
-7.550000 0.190000 
-7.330000 0.130000 
-7.110000 0.110000 
-6.890000 0.130000 
-6.670000 0.160000 
-6.450000 0.130000 
-6.230000 0.110000 
-6.010000 0.110000 
-5.790000 0.110000 
-5.570000 0.110000 
-5.350000 0.110000 
-5.130000 0.110000 
-4.910000 0.110000 
-4.690000 0.110000 
-4.470000 0.080000 
-4.250000 0.030000 
-4.030000 0.000000 
-3.810000 0.000000 
-3.590000 0.000000 
-3.370000 0.000000 
-3.150000 0.000000 
-2.930000 0.030000 
-2.710000 0.080000 
-2.490000 0.110000 
-2.270000 0.130000 
-2.050000 0.210000 
-1.830000 0.320000 
-1.610000 0.500000 
-1.390000 0.980000 
-1.170000 1.890000 
-1.100000 2.360000 
-0.990000 3.650000 
-0.880000 5.820000 
-0.770000 9.940000 
-0.660000 18.190001 
-0.550000 31.070000 
-0.440000 44.290001 
-0.330000 52.910000 
-0.220000 56.770000 
-0.110000 58.299999 
0.000000 58.730000 
0.110000 58.169998 
0.220000 56.400002 
0.330000 52.299999 
0.440000 43.439999 
0.550000 30.040001 
0.660000 17.400000 
0.770000 9.520000 
0.880000 5.580000 
0.990000 3.540000 
1.100000 2.310000 
1.170000 1.850000 
1.390000 1.000000 
1.610000 0.560000 
1.830000 0.340000 
2.050000 0.210000 
2.270000 0.130000 
2.490000 0.110000 
2.710000 0.080000 
2.930000 0.030000 
3.150000 0.000000 
3.370000 0.000000 
3.590000 0.000000 
3.810000 0.000000 
4.030000 0.030000 
4.250000 0.050000 
4.470000 0.050000 
4.690000 0.080000 
4.910000 0.110000 
5.130000 0.110000 
5.350000 0.110000 
5.570000 0.110000 
5.790000 0.110000 
6.010000 0.110000 
6.230000 0.110000 
6.450000 0.110000 
6.670000 0.110000 
6.890000 0.110000 
7.110000 0.110000 
7.330000 0.110000 
7.550000 0.130000 
7.770000 0.190000 
7.920000 0.210000 
